Decision Tree,Gradient Boosting,Linear SVM,Random Forest,SGDClassifier,Voted,id,original toxicity,zcomment
0.0,0.0,0.0,0.0,0.0,0.0,176298263.0,0.0,nguyn dynasti stop massiv remov on the page nguyn dynasti you blank too much others' edit
0.0,0.0,0.0,0.0,0.0,0.0,640553945.0,0.0,to user talk page clear
0.0,0.0,0.0,0.0,0.0,0.0,438694277.0,-1.0,do so sexual with me
0.0,0.0,0.0,0.0,0.0,0.0,147640755.0,0.0,ll fix eventu if you don't
0.0,0.0,0.0,0.0,0.0,0.0,8078390.0,0.0,the person who ad the section is extrem stubborn he start a revert war when anyon touch hi write look at the edit histori he feel that anyth but the blatant proseparatist bia is a supress of hi free speech the articl is rel obscur thu there is not enough peer pressur to remov the propaganda if you edit or remov the pov materi i will support you in case he revert again
0.0,0.0,0.0,0.0,0.0,0.0,47116510.0,0.0,remov merg  april
0.0,0.0,0.0,0.0,0.0,0.0,330296909.0,0.0,the lord of the ring
0.0,0.0,0.0,0.0,0.0,0.0,248032064.0,0.0,lead by ashley nichol
0.0,0.0,0.0,0.0,0.0,0.0,276416148.0,0.0,redirect talkghost marriag chines
0.0,0.0,0.0,0.0,0.0,0.0,384020349.0,0.0,not blank mere chang the way the articl is written it' not a plan cast it' a confirm cast
0.0,0.0,0.0,0.0,0.0,0.0,438085401.0,0.0,sound more like you were insinu
0.0,0.0,0.0,0.0,0.0,0.0,697514711.0,0.0,stylescurr onli vs both vs none
0.0,0.0,0.0,0.0,0.0,0.0,405385133.0,0.0,edit request from prakashkitti januari
0.0,0.0,0.0,0.0,0.0,0.0,93059698.0,0.0,the internet beatl album
0.0,0.0,0.0,0.0,0.0,0.0,62664984.0,0.0,updat check the tech talk page for my demand i remain the mask flag of freedom
0.0,0.0,0.0,0.0,0.0,0.0,243580345.0,0.0,octob    with the
0.0,0.0,0.0,0.0,0.0,0.0,474524109.0,0.0,old afd multipagelist of san francisco ballet repertoryd januari resultkeep
0.0,0.0,0.0,0.0,0.0,0.0,31738584.0,0.0,decemb
0.0,0.0,0.0,0.0,0.0,0.0,135713479.0,0.0,classstartimportancemidneedsinfoboxnoinfonot much here with one possibl refer movevictorian colleg for the deaf melbourn victoria
0.0,0.0,0.0,0.0,0.0,0.0,508641584.0,0.0,hyperlink remov
0.0,0.0,0.0,0.0,0.0,0.0,508684922.0,0.0,what i don't even realli have an idea of what you'r talk about
0.0,0.0,0.0,0.0,0.0,0.0,213628672.0,0.0,tomorrow i promis p
0.0,0.0,0.0,0.0,0.0,0.0,251089242.0,0.0,redirect talkguillermo garca lpez
0.0,0.0,0.0,0.0,0.0,0.0,77010506.0,0.0,do you no as long as you cant prove it
0.0,0.0,0.0,0.0,0.0,0.0,291925926.0,0.0,may  stop
-1.0,-1.0,0.0,-1.0,-1.0,-1.0,475723825.0,-1.0,said to me shitstir troll fuck off moron on wpani is that also a breach of civil civil ye i am sorri but i don't think i'v been adequ uncivil here or do you mean i have to be sycophant barri
0.0,0.0,0.0,0.0,0.0,0.0,666401964.0,0.0,redirect talkcornelia van auken chapin
0.0,0.0,0.0,0.0,0.0,0.0,161553171.0,0.0,question when wa mike allr born
0.0,0.0,0.0,0.0,0.0,0.0,635528789.0,0.0,gonna do about it yeahe yeah yeahe shake it yeahe yeahe yeah
0.0,0.0,0.0,0.0,0.0,0.0,365725676.0,1.0,hello good work on thi articl i'v been on a small mission to tri and promot rugbi articl to the main page so i'v nomin it for dyk you might want to keep an eye on it in case ani queri come up keep up the good work
0.0,0.0,0.0,0.0,0.0,0.0,345589300.0,-1.0,wikipedia' new busi pimp slut like stop that now
0.0,0.0,0.0,0.0,0.0,0.0,79092534.0,0.0,and accur articl on a controversi subject then it should not produc
0.0,0.0,0.0,0.0,0.0,0.0,695437195.0,0.0,the second exampl in your sandbox is what i wa think and it doesn't take up that much extra space
0.0,0.0,0.0,0.0,0.0,0.0,392175916.0,0.0,agha sumair khan babar
0.0,0.0,0.0,0.0,0.0,0.0,241967652.0,0.0,all link to wplead
0.0,0.0,0.0,0.0,0.0,0.0,45098836.0,0.0,bluerain march
0.0,0.0,0.0,0.0,0.0,0.0,25351161.0,0.0,octob
1.0,1.0,0.0,1.0,1.0,1.0,140146510.0,1.0,one sentenc is undu weight pleas review wikipiedia' pillar concern good faith and neutral thank
0.0,0.0,0.0,0.0,0.0,0.0,81145010.0,0.0,is deelishi gonna lose  there is also a rummor that deelishi may have lost accord to a comment she made on bet black carpent say she wa veri singl and that ir wa a pleasur meet flavor flav check out httpwwwvhcominteractboardsmainjhtmlflavorofloveviewthreadtidmidoffsetindex
0.0,0.0,0.0,0.0,0.0,0.0,174781922.0,0.0,ok don't put on a fabric anymor
0.0,0.0,0.0,0.0,0.0,0.0,468614340.0,0.0,i haven't encount ani issu with the site
0.0,0.0,0.0,0.0,0.0,0.0,539731871.0,0.0,it' alreadi in the articl
0.0,0.0,0.0,0.0,0.0,0.0,61362419.0,0.0,'''bold text headlin text mediaexampleogginsert nonformat text here  redirect insert textbold text
0.0,0.0,0.0,0.0,0.0,0.0,550110353.0,0.0,pembrok pine
-1.0,-1.0,0.0,-1.0,-1.0,-1.0,227223032.0,-1.0,tell that crap to amib will ya
0.0,0.0,0.0,0.0,0.0,0.0,315271406.0,0.0,lista unit state senat elect in delawar
1.0,1.0,0.0,0.0,0.0,0.0,47553772.0,1.0,toc  styleborderspacingpxmarginpx px width classmainpagebg stylewidth borderpx solid backgroundcolorffffa verticalaligntopcolorfonts  width cellpad cellspac styleverticalaligntop backgroundcolorffffa  hello welcom to wikipedia thank you for sign up here are some recommend guidelin to facilit your involv best of luck have fun  styleborderspacingpxmarginpx px width classmainpagebg stylewidth borderpx solid ffffff backgroundcolorffffa verticalaligntop width cellpad cellspac styleverticalaligntop backgroundcolorffffa get start stylecolor wikipedia tutori how to edit a page the five pillar of wikipedia manual of style be bold in edit how to write a great articl  get your info out there  stylecolor cite your sourc neutral point of view point of view verifi upload imag imag use polici  get more wikipedia rule  stylecolor polici librari  classmainpagebg stylewidth borderpx solid ffffff backgroundcolorffffa verticalaligntop width cellpad cellspac styleverticalaligntop backgroundcolorffffa get help stylecolor where to ask a question help desk  get along stylecolor wikiquett civil sign your post conflict resolut  get technic stylecolor  page need attent peer review util villag pump
0.0,0.0,0.0,0.0,0.0,0.0,238873864.0,0.0,redirect talkpillow talk film
0.0,0.0,0.0,0.0,0.0,0.0,531482380.0,0.0,japanes link  httpwwwatwikijpgballpageshtml httpwwwatwikijpgballpageshtml httpwwwatwikijpfamicomallpageshtml httpwwwatwikijpgballpageshtml
0.0,0.0,0.0,0.0,0.0,0.0,131874772.0,0.0,for the actual movi
0.0,0.0,0.0,0.0,0.0,0.0,11190804.0,0.0,i have creat a request for comment against pleas see wikipediarequest for commentmichaelm
0.0,0.0,0.0,0.0,0.0,0.0,35548600.0,0.0,address of proxi server
0.0,0.0,0.0,0.0,0.0,0.0,276298871.0,0.0,uh hugh go tell that to africa
0.0,0.0,0.0,0.0,0.0,0.0,136386658.0,0.0,june signatur ad by
0.0,0.0,0.0,0.0,0.0,0.0,120012661.0,0.0,slunn pm rd april
0.0,0.0,0.0,0.0,0.0,0.0,10065275.0,0.0,feb
0.0,0.0,0.0,0.0,0.0,0.0,478635090.0,0.0,right so where' the block for the peopl who fals accus me of vandal
0.0,0.0,0.0,0.0,0.0,0.0,165111828.0,0.0,one possibl solut mayb could
0.0,0.0,0.0,0.0,0.0,0.0,185301438.0,0.0,redirect talkjenni wade actress
0.0,0.0,0.0,0.0,0.0,0.0,66182383.0,0.0,juli  keep
0.0,0.0,0.0,0.0,0.0,0.0,96483965.0,0.0,save the world with jesu christ
0.0,0.0,0.0,0.0,0.0,0.0,306181772.0,0.0,redirect talknd street jackson height irt flush line
0.0,0.0,0.0,0.0,0.0,0.0,474463133.0,0.0,thi is not a blp and even
0.0,0.0,0.0,0.0,0.0,0.0,409237554.0,0.0,decemb   and done
0.0,0.0,0.0,0.0,0.0,0.0,449113208.0,0.0,here the link from the offici site of lse httpwwwlondonstockexchangecomabouttheexchangemediarelationspressreleasesborsaitalianaandlondonstockexchangegrouptomergehtm
0.0,0.0,0.0,0.0,0.0,0.0,181435676.0,0.0,leav a new messag
-1.0,-1.0,0.0,0.0,1.0,-1.0,67477170.0,-1.0,horribl curs us        christian as lyra also write and from that draw the        conclus that they must not be the peopl of god                               now behold what a nice thick fat lie it is when they        complain about be captiv among us jerusalem wa        destroy more than year ago dure that time we        christian have been tortur and persecut by the jew in all        the world on top of that we do not know to thi day what        devil brought them into our countri we did not fetch them        from jerusalem ye we have and hold them captiv as i        would like to keep my rheumat and all other diseas and        misfortun who must wait as a poor servant with money and        properti and everyth i have i wish they were in hell        with the other jew and whomsoev they would like to have        with them
0.0,0.0,0.0,0.0,0.0,0.0,462285098.0,0.0,redirect talkdown grove main street metra
0.0,0.0,0.0,0.0,0.0,0.0,272558053.0,0.0,httpwwwwebcitationorgemmeh
0.0,0.0,0.0,0.0,0.0,0.0,454254856.0,0.0,fwiw itn 'debates' never actual stop wpccc
0.0,0.0,0.0,0.0,0.0,0.0,431168270.0,0.0,edit count
0.0,0.0,0.0,0.0,0.0,0.0,259846364.0,0.0,abov line is gener by substcopyviourl
0.0,0.0,0.0,0.0,0.0,0.0,622876462.0,0.0,redirect talkbhuvanaikabahu vii of kott
0.0,0.0,0.0,0.0,0.0,0.0,423830187.0,0.0,he use a song call warm it up kane in the begin by rapper big daddi kane from hi it' a big daddi thing album
0.0,0.0,0.0,0.0,0.0,0.0,150791366.0,0.0,don't bother tri to reason with whomev insist on chang it back appar hesh ha no clue about how the post offic work for the code
0.0,0.0,0.0,0.0,0.0,0.0,304406599.0,0.0,preced unsign comment ad by  specialcontributionskingofrock
0.0,0.0,0.0,0.0,0.0,0.0,606254234.0,0.0,aliz is from youtub start in
0.0,0.0,0.0,0.0,0.0,0.0,518695958.0,0.0,i correct so that cnet read in correct case and that both refer to extremetech' editor is refer as anthoni rather than full name in first for consist sake as far as recal suggest by sever media outlet that need to be the word of the refer cite as far as i can tell the refer cite for that particular sentenc onli show that it onli the opinion of anthoni to suggest recal my edit is base on what i can locat in the refer preval also not abl to locat
0.0,0.0,0.0,0.0,0.0,0.0,20229553.0,0.0,entri do american pro wrestler and band count as faou peopl
0.0,0.0,0.0,0.0,0.0,0.0,65956492.0,0.0,did you take it there
0.0,0.0,0.0,0.0,0.0,0.0,64714856.0,0.0,the one the bottom of the section for the one is an opinion wikipedia is not a place for opinion
0.0,0.0,0.0,0.0,0.0,0.0,665243709.0,0.0,xeno newnam  datestamp
0.0,0.0,0.0,0.0,0.0,0.0,426965889.0,0.0,i don't whi not just link the diff
0.0,0.0,0.0,0.0,0.0,0.0,106941935.0,0.0,valentine' day coupl alpahbet order by last name altieri anthoni allyson fetzer benedetto david ronald varn cribben evan ching shin shoo delong andrew joel teal fetzer allison mitch muir gill jefferi mari j wana hartzel timothi laura levitt ichikawa shizuyo nathaniel humphrey karnuth gregori micheal kohler laslo erica daniel leek maddamma jame denni leek pellegrini jordan kati barton qin simon shizuyo ichikawa raresheid kara brian rasil schaub megan john ruth schilstra keith dylan rossett sich anna homer richard teal joel nichola sincer uitto matthew vid e ojuego
0.0,0.0,0.0,0.0,0.0,0.0,99218400.0,0.0,it veri slow if you notic
0.0,0.0,0.0,0.0,0.0,0.0,40737373.0,0.0,that ban me
0.0,0.0,0.0,0.0,0.0,0.0,679523154.0,0.0,septemb   sinc appear to be the rank wikipedia admin let' welcom him to thi convers i have delet one of the old thread relat to an old npov tag that exist prior to thi section httpsenwikipediaorgwikicooperunionfinancialcrisisandtuitionprotestscuadministrationview sinc epstein is now gone hi opinion doesn't matter chri chamberlain richard lincer and bill mea are the rank administr who would be abl to comment on whether they consid the financi deficit to still be a crisi
0.0,0.0,0.0,0.0,0.0,0.0,606091569.0,0.0,and what you say to it
-1.0,-1.0,0.0,0.0,-1.0,-1.0,458214180.0,-1.0,yep just keep talk go to hell
0.0,0.0,0.0,0.0,0.0,0.0,620644650.0,0.0,see
0.0,0.0,0.0,0.0,0.0,0.0,611959886.0,0.0,wikiproject medicin classb importancehigh
0.0,0.0,0.0,0.0,0.0,0.0,605891095.0,0.0,what' the issu
0.0,0.0,0.0,0.0,0.0,0.0,574345659.0,0.0,preced unsign comment ad by
0.0,0.0,0.0,0.0,0.0,0.0,286199449.0,0.0,scott april
0.0,0.0,0.0,0.0,0.0,0.0,63405709.0,0.0,rewrot on iceland
0.0,0.0,0.0,0.0,0.0,0.0,18280118.0,0.0,juli
0.0,0.0,0.0,0.0,0.0,0.0,51685116.0,0.0,ebook categori  i'v repli here
0.0,0.0,0.0,0.0,0.0,0.0,408272267.0,0.0,redirect talkwaldenwallkil rail trail
0.0,0.0,0.0,0.0,0.0,0.0,648785317.0,0.0,februari
0.0,0.0,0.0,0.0,0.0,0.0,11753505.0,0.0,no again  refer frame discuss are german to the biblic argument  apr
0.0,0.0,0.0,0.0,0.0,0.0,547454822.0,0.0,usermiszabotconfig maxarchives k counter  algo oldd archiv talkpolic commun support officerarch counterd
1.0,1.0,0.0,1.0,1.0,1.0,469020653.0,1.0,what would help a layman  a littl background i have alway love languag i am a nativ speaker of arab and english i have been die to learn hindi thank to wikipedia i learn that urdu would be a better place for me to start sinc i can alreadi read the script howev i land on the retroflex conson page when i could not read a few of the urdu punctuat mark for me the most glare omiss on the retroflex conson page is a small audio file so i can hear each sound tell me what it sound like in a languag i do not know like swedish or polish doe not help i wa abl to copi some word to googl translat and listen to them there but that wa of limit use i see that other articl have sound video and anim so i do not think thi would be a technic problem just tri to help
0.0,0.0,0.0,0.0,0.0,0.0,302276930.0,0.0,amongst other thing
0.0,0.0,0.0,0.0,0.0,0.0,98264869.0,0.0,reblock
0.0,0.0,0.0,0.0,0.0,0.0,400633166.0,0.0,ad refer let 'er rip ike
0.0,0.0,0.0,0.0,0.0,0.0,393254208.0,0.0,krajina warfar marbara
0.0,0.0,0.0,0.0,0.0,0.0,336512472.0,0.0,ani  see here
0.0,0.0,0.0,0.0,0.0,0.0,255119040.0,0.0,re say anyth  yeah earli year is probabl a good idea
0.0,0.0,0.0,0.0,0.0,0.0,579115954.0,0.0,usertalkosypost your comment to
0.0,0.0,0.0,0.0,0.0,0.0,469691071.0,0.0,januari
0.0,0.0,0.0,0.0,0.0,0.0,178397949.0,0.0,i ad a comment
0.0,0.0,0.0,0.0,0.0,0.0,71573388.0,0.0,with the origin histori
0.0,0.0,0.0,0.0,0.0,0.0,174585432.0,0.0,extend for addit day
0.0,0.0,0.0,0.0,0.0,0.0,64389840.0,0.0,novemb
1.0,1.0,0.0,0.0,1.0,1.0,242560880.0,1.0,nice clean up today thank
-1.0,-1.0,0.0,0.0,-1.0,-1.0,129871433.0,-2.0,you suck you suck you suck you suck you suck you suck you suck
0.0,0.0,0.0,0.0,0.0,0.0,20349856.0,0.0,sound alright  pm est
0.0,0.0,0.0,0.0,0.0,0.0,681978297.0,0.0,septemb   i understand
0.0,0.0,0.0,0.0,-1.0,0.0,98357800.0,1.0,hello gwernol  i am glad to be back at wikipedia again after be rude block for a month for littl to no reason i assur you i will do exactli what i did befor be block that is onli contribut to wikipedia i write thi to you becaus i want you to know that i think your action were irrespons and onli further my theori that mani wikipedia admin are pompou and overzeal i don't want to offend you in ani way becaus i know you would be prone to block me if i did i want you to at least understand my point of view be that you act irrespons if you don't want to listen to me i understand if you never want to speak to me again i understand i just feel i wa mistreat and that if you are as respons as you think you are you would at least tri to make it right again no offens should be taken from thi i just want to talk with all due respect
0.0,0.0,0.0,0.0,0.0,0.0,502929855.0,0.0,diff hist  filebirmingham gay villag rhinocero artworkjpg    svenbot talk contrib bot ad file to mtc prioriti list bot build rollback diff hist  filebirmingham gay villag map with labelspng    svenbot talk contrib bot ad file to mtc prioriti list bot build rollback
0.0,0.0,0.0,0.0,0.0,0.0,434560639.0,0.0,you have a messag you have a messag here read and answer it
0.0,0.0,0.0,0.0,0.0,0.0,440818687.0,0.0,will thi do httpthwikipediaorgwikiebebfebaebcyingrakjpg
0.0,0.0,0.0,0.0,0.0,0.0,358954097.0,0.0,ye i did that too
0.0,0.0,0.0,0.0,0.0,0.0,252055228.0,0.0,that say what you want
0.0,0.0,0.0,0.0,0.0,0.0,103181893.0,0.0,januari   be polit is like talk to the wind i tri that i wa steamrol but don't worri i'v found new life at wikipedia it is not a far fall from gnome to troll
0.0,0.0,0.0,0.0,0.0,0.0,511345625.0,0.0,redirect talkher majesty' inspector of prison for scotland
0.0,0.0,0.0,0.0,0.0,0.0,5996506.0,0.0,i took up on your offer and withdrew myself
0.0,0.0,0.0,0.0,0.0,0.0,652075549.0,0.0,how do i creat a page
0.0,0.0,0.0,0.0,0.0,0.0,299508836.0,0.0,t gear modul mm    mm bore brass wt   t gear modul mm    mm bore brass wt   t gear modul mm    mm bore brass wt   t gear modul mm    mm bore brass wt   t gear modul mm    mm bore brass wt   t gear modul mm    mm bore brass wt  t gear modul mm    mm bore brass wt  t gear modul mm    mm bore brass wt  t gear modul mm    mm bore brass wt  t gear modul mm    mm bore brass wt  t gear modul mm    mm bore brass wt   t gear modul mm    mm bore brass wt  t gear modul mm    mm bore brass wt
0.0,0.0,0.0,0.0,0.0,0.0,459812501.0,0.0,wikiproject osaka univers small  class start import high
0.0,0.0,0.0,0.0,0.0,0.0,651598022.0,0.0,staticiphostadam internet pti ltd adelaid sa australia
0.0,0.0,0.0,0.0,0.0,0.0,230702926.0,0.0,unblock
0.0,0.0,0.0,0.0,0.0,0.0,478263205.0,0.0,'american revolution' to the 'american war of independence'
0.0,0.0,0.0,0.0,0.0,0.0,348041402.0,0.0,epona epona epona epona epona epona
1.0,1.0,0.0,1.0,1.0,1.0,70101493.0,1.0,kind word  thank it' alway nice to receiv kind word from somebodi best wish and happi edit
0.0,0.0,0.0,0.0,0.0,0.0,400843101.0,0.0,talkunit state diplomat cabl leak
0.0,0.0,0.0,0.0,0.0,0.0,201436405.0,0.0,no kdee did not found that group i remov that inform
0.0,0.0,0.0,0.0,0.0,0.0,105388669.0,0.0,note venu bc minu is bc
0.0,0.0,0.0,0.0,0.0,0.0,226111811.0,0.0,link titlelink title'ital text'ital text'''' headlin text mediainsert nonformat text here headlin texthttpwwwexamplecom link title''ital text''media classwikit  header  header  header  row cell  row cell  row cell  row cell  row cell  row cell  block quot
0.0,0.0,0.0,0.0,0.0,0.0,405238474.0,0.0,redirect talkla jolla san diegoarch
0.0,0.0,0.0,0.0,0.0,0.0,588118571.0,0.0,portrait de flix fnon
0.0,0.0,0.0,0.0,0.0,0.0,391084099.0,0.0,userwikiplayerwikiplay
0.0,0.0,0.0,0.0,0.0,0.0,64912628.0,0.0,hello relat articl
1.0,1.0,0.0,0.0,1.0,1.0,612853580.0,1.0,thank fae thi campaign ha been a great learn opportun for me
0.0,0.0,0.0,0.0,0.0,0.0,669231760.0,0.0,redirect talkdeadtim stori video game
0.0,0.0,0.0,0.0,0.0,0.0,552739416.0,0.0,we wpglamboot camp   majest titan
1.0,1.0,0.0,0.0,1.0,0.0,110602496.0,0.0,report wprr violat  i'v remov your current request to investig pleas don't futur violat at wikipediaadministr intervent against vandal the correct place is wikipediaadministrators' noticeboardrr wpan thank
0.0,0.0,0.0,0.0,0.0,0.0,675217288.0,0.0,usersakimonk  although list islam theolog as hisher second favourit contribut islam theolog revis histori show that there is no contribut here made by sakimonk but talkathari
0.0,0.0,0.0,0.0,0.0,0.0,185640640.0,0.0,januari  implement date in titl
0.0,0.0,0.0,0.0,0.0,0.0,354935549.0,0.0,invit to discuss recent chang
0.0,0.0,0.0,0.0,0.0,0.0,97416950.0,0.0,butbutthat wa their reaction
0.0,0.0,0.0,0.0,0.0,0.0,640349956.0,0.0,from a page that doesn't exist
0.0,0.0,0.0,0.0,0.0,0.0,341339083.0,0.0,wpf newslett januari
0.0,0.0,0.0,0.0,0.0,0.0,488434074.0,0.0,refer or accessd
0.0,0.0,0.0,0.0,0.0,0.0,282698494.0,0.0,how is ask question vandal
0.0,0.0,0.0,0.0,0.0,0.0,233945147.0,0.0,februari
0.0,0.0,0.0,0.0,0.0,0.0,212425634.0,0.0,hello  mediainsert nonformat text here headlin text superscript textinsert footnot text hereredirect mediainsert textital text
0.0,0.0,0.0,0.0,0.0,0.0,48257317.0,0.0,discuss on thi page
0.0,0.0,0.0,0.0,0.0,0.0,67912797.0,0.0,jared??  futur signatur classwikit border descript signatur  olymp color userjp
0.0,0.0,0.0,0.0,0.0,0.0,507551795.0,0.0,redirect talkchri hall english footbal
0.0,0.0,0.0,0.0,0.0,0.0,352423583.0,0.0,redirect talkempress wu zetian film
0.0,0.0,0.0,0.0,0.0,0.0,556636460.0,0.0,ppot i restart the articl
0.0,0.0,0.0,0.0,0.0,0.0,356053189.0,0.0,terri  koeckritz
0.0,0.0,0.0,0.0,0.0,0.0,9180326.0,0.0,jan
0.0,0.0,0.0,0.0,0.0,0.0,17947391.0,0.0,not standard mile
0.0,0.0,0.0,0.0,0.0,0.0,180883899.0,0.0,redirect talktr vinh provinc
0.0,0.0,0.0,0.0,0.0,0.0,194432946.0,-2.0,jerk me jolli  fuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuck fuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuck fuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuck fuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuck fuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuck fuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuck fuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuck fuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuck fuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuck fuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuck fuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuck fuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuck fuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuck fuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuck fuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuck fuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuck fuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuck fuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuck fuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuck comput
0.0,0.0,0.0,0.0,0.0,0.0,205082775.0,0.0,i don't need the archiv on the old page
1.0,1.0,0.0,0.0,1.0,1.0,129326853.0,1.0,argh i have to type it all again becaus of an edit conflict pleas wait a few minut befor reedit thi page so i can retyp the messag i just put thank
0.0,0.0,0.0,0.0,0.0,0.0,148136572.0,0.0,no it wasnt whoever you are
0.0,0.0,0.0,0.0,0.0,0.0,231442588.0,0.0,at templat talkreflist
0.0,0.0,0.0,0.0,0.0,0.0,172071313.0,0.0,redirect talkbalti citi airport
0.0,0.0,0.0,0.0,0.0,0.0,156620623.0,0.0,instead of turn red
0.0,0.0,0.0,0.0,0.0,0.0,207635652.0,0.0,right here wikipediawikiprojectvideogamesarticleguidelinesunsuitablecont
0.0,0.0,0.0,0.0,0.0,0.0,434348394.0,-1.0,i had enough of you bastard
0.0,0.0,0.0,0.0,0.0,0.0,228998360.0,0.0,redirect talkth test the oc
0.0,0.0,0.0,0.0,0.0,0.0,697089785.0,0.0,declineno bye
